s	t	LFC	p.value
YNL199C	YKL152C	-3.14865992042	3.83286370019e-62
YPL075W	YKL152C	-5.65657998596	2.66182397846e-13
YIL036W	YKL216W	-2.27472840196	1.05265858027e-44
YNL216W	YKL156W	-2.16775672876	1.39913997142e-07
YNL216W	YLR167W	-3.18261538772	1.43022712028e-08
YIL084C	YML040W	-2.59660413652	4.8260456078e-23
YDL042C	YML040W	-3.18939955928	4.58920643353e-32
YPL254W	YML040W	-3.09273620466	4.31215478371e-30
YNL236W	YML040W	-3.84594271363	1.90313732408e-41
YOR290C	YML040W	-4.0335469045	3.08415026294e-44
YBR289W	YML040W	-3.94317825772	6.75660241949e-43
YHL025W	YML040W	-3.86145925303	1.11538393986e-41
YOL148C	YML040W	-4.02625442374	3.96221027227e-44
YJL176C	YML040W	-4.08587887297	5.18466494024e-45
YCR084C	YML040W	-3.52529728419	3.59639124815e-46
YDR392W	YML040W	-2.12754010026	6.23626148113e-05
YPL075W	YML073C	-2.05091141804	3.46453602309e-08
YNL216W	YML073C	-2.12017384878	2.35670539502e-08
YCR084C	YMR325W	2.74440459051	5.55362343593e-88
YPL254W	YMR303C	-2.5938875025	5.83514662032e-42
YOL148C	YMR303C	-2.43150825981	2.51741753726e-38
YPL075W	YMR303C	-2.6541146969	6.99884084706e-09
YNL216W	YMR303C	-2.17696785692	6.97592400688e-08
YDR310C	YNL318C	3.55458868369	5.68342682222e-71
YIL036W	YPL131W	-2.14155990302	3.09942798766e-34
YPL075W	YPL131W	-2.05982317873	7.66290532498e-08
YNL216W	YPL131W	-2.8258750846	1.92581876534e-09
YGL073W	YER091C	-2.21930257748	1.59753397061e-07
YMR043W	YER091C	-2.15917961611	2.17690177516e-07
YBR289W	YBR054W	-2.32751194023	1.63416776531e-28
YOL148C	YBR054W	-2.12182280977	1.34249359881e-24
YJL176C	YBR054W	-2.32845226795	1.5707896852e-28
YPL075W	YBR054W	2.60116200134	6.10838174788e-07
YMR043W	YBR054W	4.20430489846	2.43506651194e-09
YNL236W	YBL111C	-2.61364539453	1.01317699777e-24
YHL025W	YBL111C	-2.44230378167	4.10047454709e-22
YNL236W	YCR072C	-2.23963126588	1.16464525125e-37
YHL025W	YCR072C	-2.11561172594	1.16630976194e-34
YIL084C	YER138C	-2.14925820176	2.09001002319e-22
YDL042C	YER138C	-2.18803591581	3.44374685393e-23
YPL254W	YER138C	-2.16956981558	1.81400515882e-22
YOR290C	YER138C	-2.16973132343	1.80299713696e-22
YBR289W	YER138C	-2.7652256935	5.38122927039e-33
YHL025W	YER138C	-2.57576357339	1.35079675519e-29
YOL148C	YER138C	-2.81969337796	5.66022832803e-34
YJL176C	YER138C	-3.24761747004	1.26886687952e-41
YCR084C	YER138C	-2.38326015361	6.71672598085e-34
YIL036W	YGL225W	-2.06214626411	9.60477118798e-37
YNL236W	YHR020W	-2.84716653487	1.35575193368e-41
YHL025W	YHR020W	-2.20284877216	1.90062875546e-28
YCR084C	YIL172C	3.80512563519	6.22672027751e-78
YMR043W	YLR297W	2.32195960167	2.94670503457e-07
YIL084C	YLR303W	2.66205342636	6.2103699153e-43
YER045C	YLR303W	-2.14983821358	1.62533548399e-11
YLR418C	YLR303W	-2.08064696005	3.04054315947e-11
YPL177C	YLR303W	-2.00016572514	6.4267089052e-11
YDR363W	YLR303W	-2.0772034658	3.13667641182e-11
YER040W	YLR303W	-2.10575586865	7.14848342472e-12
YEL056W	YLR303W	-2.33828363524	9.33198087741e-13
YOR032C	YLR303W	-2.81935207226	2.28347661561e-14
YKL043W	YLR303W	-2.06768906428	1.01821795604e-11
YKL015W	YLR303W	-2.10358219624	7.29147993565e-12
YHR206W	YLR303W	-2.14113729416	5.19057329907e-12
YLR136C	YLR303W	-2.32593166234	1.03430202025e-12
YMR273C	YLR303W	-2.12295552024	6.1132815387e-12
YNL097C	YMR037C	-2.24151474894	2.11271734021e-47
YOL068C	YOL068C	-2.59858387468	2.06371573115e-67
YIL036W	YOL039W	-2.33526791586	3.34117421001e-25
YHL025W	YOL039W	-2.00005698513	1.76003980831e-19
YGL073W	YOR247W	-2.13800116473	1.47402892264e-07
YIL036W	YPL197C	-2.1503713568	1.20206893276e-37
YNL216W	YPL197C	-2.68068091402	9.35024992349e-08
YOL148C	YAL060W	-2.03409409824	1.48212030792e-37
YIL036W	YBR249C	-2.41847824264	2.91867199966e-37
YIR033W	YDL124W	2.08882960528	1.39471381679e-26
YIL084C	YDR210W.D	-2.8020752073	6.06948640238e-24
YDL042C	YDR210W.D	-2.95887137184	2.90236382693e-26
YBR083W	YDR210W.D	-2.02470538375	9.56524880924e-14
YPL254W	YDR210W.D	-2.34097179438	1.92704306057e-17
YOR290C	YDR210W.D	-3.61176992483	3.92080192668e-35
YBR289W	YDR210W.D	-3.22970773924	1.18204406059e-29
YHL025W	YDR210W.D	-3.51084829531	1.10562997972e-33
YOL148C	YDR210W.D	-2.89878507652	5.53610723763e-25
YJL176C	YDR210W.D	-3.63843064167	1.62103733381e-35
YCR084C	YDR210W.D	-3.1703997011	4.80240870736e-37
YNL216W	YEL034W	-2.15961735829	3.01574466775e-08
YGL071W	YEL065W	-2.1813624455	2.69779762663e-18
YOR290C	YEL065W	-2.51336424417	7.83655400126e-23
YBR289W	YEL065W	-2.09659853391	9.15766678311e-17
YIL036W	YGL031C	-2.26357493765	1.88284386762e-45
YNL216W	YGL031C	-2.0124399153	6.34954598264e-08
YIL036W	YGR148C	-2.08174581947	5.05955003316e-32
YNL216W	YGR148C	-2.01990720465	1.61945675379e-07
YIL036W	YHR141C	-2.10681361974	6.13100320005e-30
YNL216W	YHR141C	-2.11703099322	2.00327444322e-07
YLR403W	YJL079C	2.06715156638	8.16153697859e-33
YGL073W	YJL079C	2.0979994447	8.16245229483e-06
YHL025W	YJL111W	-2.10184932392	9.77744301399e-42
YIL036W	YLR048W	-2.16944262198	2.16630063815e-44
YOR025W	YOR025W	-2.0726418744	4.48327116034e-11
YIL036W	YOR063W	-2.46733711701	1.86437733191e-35
YIL084C	YBL107W.A	-2.20543442286	1.18749184569e-23
YDL042C	YBL107W.A	-2.01987882004	1.57623845271e-20
YOR290C	YBL107W.A	-2.20225228535	2.68188982662e-23
YBR289W	YBL107W.A	-2.31564333738	2.79783783709e-25
YOL148C	YBL107W.A	-2.10679208024	1.2060422197e-21
YJL176C	YBL107W.A	-2.78303034602	1.15114354202e-33
YPL254W	YCR005C	2.27000648588	1.89409539358e-34
YPL075W	YCR005C	2.866824727	3.3795213859e-07
YOL148C	YDR033W	-2.09605326657	3.36573784844e-42
YIL084C	YFL002W.B	-2.62756849061	1.61213668182e-28
YDL042C	YFL002W.B	-3.04061936165	9.13570771991e-36
YPL254W	YFL002W.B	-2.86742239474	2.99339289631e-32
YNL236W	YFL002W.B	-3.28961220564	1.87832045747e-39
YOR290C	YFL002W.B	-3.27175358412	3.81239482275e-39
YBR289W	YFL002W.B	-3.68815636675	3.96473578807e-46
YHL025W	YFL002W.B	-4.34201427688	7.74299741553e-57
YOL148C	YFL002W.B	-4.01549136049	1.57570974363e-51
YJL176C	YFL002W.B	-4.3078799122	2.74473396113e-56
YCR084C	YFL002W.B	-3.04770157797	1.12190926507e-44
YDR392W	YFL002W.B	-2.10273365125	0.000117739807286
YNL236W	YER165W	-2.3026667929	1.16082163836e-38
YHL025W	YER165W	-2.15188553377	4.72842145122e-35
YIL084C	YER137C.A	-2.82723149104	1.28172135888e-18
YDL042C	YER137C.A	-3.25115790182	1.16876201386e-23
YBR083W	YER137C.A	-2.04621880248	1.69901653649e-10
YPL254W	YER137C.A	-3.15421320958	4.11877454167e-22
YNL236W	YER137C.A	-4.6389955488	4.54579530331e-40
YOR290C	YER137C.A	-5.21323651554	5.80545006078e-47
YBR289W	YER137C.A	-4.51635791215	1.37832149397e-38
YHL025W	YER137C.A	-5.8399919529	2.28474634066e-54
YOL148C	YER137C.A	-4.91486413351	2.10226811379e-43
YJL176C	YER137C.A	-5.28901571744	7.2271844872e-48
YCR084C	YER137C.A	-4.29391588974	2.68172853865e-45
YDR392W	YER137C.A	-2.43148162712	0.000324167132461
YIL084C	YER138W.A	-2.27454910396	9.14935754285e-27
YDL042C	YER138W.A	-2.03759112311	1.71658789061e-22
YOR290C	YER138W.A	-2.28203915102	1.41169150092e-26
YBR289W	YER138W.A	-2.10280245628	2.77573454772e-23
YOL148C	YER138W.A	-2.15037803443	3.75522623339e-24
YJL176C	YER138W.A	-2.5412773278	1.90247759323e-31
YCR084C	YER138W.A	-2.09729289682	3.03607967061e-30
YIL036W	YGL253W	-2.12890363465	8.06819218357e-31
YNL236W	YGL253W	-2.4910583363	6.80431119919e-39
YNL021W	YGL255W	2.05355962687	3.24013530424e-28
YHL027W	YGL255W	2.91613747839	6.79435155577e-47
YDR463W	YGL255W	2.71813303906	1.1187815273e-42
YMR075W	YGL255W	2.03274917878	9.13352808651e-28
YIL036W	YHL033C	-2.35066176657	2.20171003594e-51
YNL216W	YHL033C	-2.59243636111	1.42906607006e-09
YIL036W	YHR019C	-2.18802270078	2.10831997177e-33
YIL036W	YIL133C	-2.71086808763	2.42834820345e-59
YPL075W	YIL133C	-2.05348407155	1.30356636748e-06
YNL216W	YIL133C	-3.03590864093	1.54958744551e-08
YIL084C	YIL169C	3.27977822089	3.3101740724e-57
YLR442C	YIL169C	2.72937656535	2.26577056651e-45
YNL236W	YJR045C	-2.01738101298	1.15005185897e-25
YHL025W	YJR045C	-2.24336353716	2.41344215329e-30
YIL036W	YOL040C	-2.41692152683	6.27328035019e-39
YNL216W	YOL040C	-2.29782252636	4.39771084206e-08
YIL084C	YOR212W	-2.01775352188	2.10007333234e-38
YIL084C	YPL257W.B	-2.6787799827	4.34715353872e-26
YDL042C	YPL257W.B	-2.98104795513	5.41457613692e-31
YNL216W	YPL198W	-2.24257234313	4.19166968471e-09
YDR310C	YBR180W	2.2793699198	4.16235316344e-38
YBR289W	YBR244W	-2.18072950042	1.20822821409e-39
YJL176C	YBR244W	-2.31947148628	3.54753003828e-43
YML007W	YBR244W	-2.43742845558	3.67287336167e-46
YIL084C	YDR210W.A	-2.86219969253	6.11350999325e-26
YDL042C	YDR210W.A	-3.46290019746	5.68680710027e-35
YJL127C	YDR210W.A	2.07516566127	4.12273730255e-15
YPL254W	YDR210W.A	-3.0034852722	1.16146177676e-27
YNL236W	YDR210W.A	-4.33637552619	3.8596623314e-47
YOR290C	YDR210W.A	-4.23013543885	1.26844526276e-45
YBR289W	YDR210W.A	-3.89029414374	1.06513669989e-40
YHL025W	YDR210W.A	-4.96868326768	4.1871467471e-56
YOL148C	YDR210W.A	-4.37516558061	1.0434650144e-47
YJL176C	YDR210W.A	-5.04485082587	3.56866957532e-57
YCR084C	YDR210W.A	-3.80538597407	1.93053230338e-49
YDR392W	YDR210W.A	-2.39340362542	0.000382221833977
YIL084C	YDR210W.C	-3.06719966388	7.19880581656e-25
YDL042C	YDR210W.C	-3.75254691065	3.39548565184e-34
YLR442C	YDR210W.C	-2.05062401043	1.83618657392e-12
YBR083W	YDR210W.C	-2.25596191692	8.45689349185e-15
YPL254W	YDR210W.C	-2.98553785163	1.67652972171e-23
YNL236W	YDR210W.C	-4.31885452025	3.1724745385e-41
YOR290C	YDR210W.C	-4.52065280351	6.80819573578e-44
YBR289W	YDR210W.C	-3.97227550107	1.32309182334e-36
YHL025W	YDR210W.C	-5.00690719891	3.12130915234e-50
YOL148C	YDR210W.C	-4.3817807881	4.705928285e-42
YJL176C	YDR210W.C	-4.76834801313	4.0305299676e-47
YCR084C	YDR210W.C	-3.878760193	1.05288852304e-44
YDR392W	YDR210W.C	-2.44920818961	0.000282545040593
YIL036W	YFR055W	-2.04349928848	1.00554077744e-23
YOR290C	YFR055W	-2.74283904093	2.20617867465e-37
YBR289W	YFR055W	-2.01830179596	3.01874254176e-23
YHL025W	YFR055W	-2.39558634235	1.53095725956e-30
YJL176C	YFR055W	-2.7159010246	7.46904139855e-37
YCR084C	YFR055W	-2.01477243888	3.06352657078e-30
YIL036W	YGL030W	-2.306199089	1.94276266084e-36
YNL216W	YGL030W	-2.12354969885	7.09308061455e-08
YIL084C	YGL032C	-2.31300477232	6.71572627124e-32
YDL042C	YGL032C	-2.64748734249	4.46456661431e-39
YNL236W	YGR175C	-2.62645931782	1.81190792032e-35
YNL216W	YGR118W	-2.18950206598	1.41147761565e-07
YOL148C	YHR137W	-2.01561382265	3.9712367237e-30
YJL176C	YHR137W	-2.07606669683	1.5695915549e-31
YIL036W	YHR203C	-2.17493729514	2.13032495287e-50
YNL216W	YJL136C	-2.2611587848	8.97793451253e-09
YPL254W	YKL096W.A	-2.28667591775	1.77526953997e-27
YHL025W	YKL096W.A	-2.48877706749	2.34443301472e-31
YOL148C	YKL096W.A	-2.72074623028	7.69116264559e-36
YLR278C	YKL134C	2.38328905477	6.93924483739e-26
YML051W	YLR081W	3.45897101754	7.70317031252e-72
YLR113W	YLR113W	-2.761196144	4.30155472422e-60
YIL084C	YPR158W.B	-2.90124555778	2.73560753646e-27
YDL042C	YPR158W.B	-3.49413772765	2.13224713138e-36
YLR442C	YPR158W.B	-2.11644976442	3.67235913862e-16
YBR083W	YPR158W.B	-2.17423577247	6.07322419427e-17
YPL254W	YPR158W.B	-2.46651966693	1.15824351276e-20
YNL236W	YPR158W.B	-2.49752099732	4.21751445358e-21
YOR290C	YPR158W.B	-3.09053849847	8.99857894311e-30
YBR289W	YPR158W.B	-2.37541758981	2.20503862357e-19
YHL025W	YPR158W.B	-2.88725062704	9.51036065828e-27
YOL148C	YPR158W.B	-2.9583196709	8.42331075656e-28
YJL176C	YPR158W.B	-3.31676416793	3.5976626103e-33
YCR084C	YPR158W.B	-2.42984501649	1.66704376919e-26
YIL036W	YBR116C	2.31610513583	1.02160394586e-39
YCR084C	YCR104W	3.90650437228	5.216144549e-125
YNL236W	YFL067W	-2.46587094463	4.78161822324e-28
YHL025W	YFL067W	-2.345918706	6.54485934343e-26
YDR463W	YFR030W	2.59711170383	1.74801332528e-49
YIL036W	YFR031C.A	-2.0145925298	2.38368349126e-36
YPL075W	YFR031C.A	-2.18110111251	4.59827679484e-06
YNL216W	YFR031C.A	-2.44092187048	1.36570786613e-06
YNL216W	YGR085C	-2.09409595469	5.53950738326e-06
YIL036W	YGR027C	-2.10490856431	1.60127508323e-26
YNL216W	YGR027C	-2.81030303501	4.21498845267e-06
YNL236W	YGR087C	-3.37749518657	6.07437327719e-43
YOR290C	YGR087C	-2.44141479171	1.67693479482e-26
YHL025W	YGR087C	-3.20793957482	5.563243451e-40
YDR310C	YJL043W	2.19679876209	2.68085925226e-33
YHL025W	YJL012C	-2.18783012411	3.07437426983e-48
YIL036W	YKL006W	-2.34553333165	2.57940133058e-36
YNL216W	YKL006W	-2.62567983643	2.28187558178e-06
YNL216W	YJR139C	-2.00652639635	3.67874240988e-05
YGR056W	YLL054C	2.12948739242	1.44584000498e-21
YIL084C	YLR334C	-2.06112961035	3.00582265369e-20
YIL084C	YMR158C.B	-2.17808911325	3.94972091642e-18
YJL176C	YMR158C.B	-2.30153089347	1.15156431954e-19
YOL068C	YOL132W	2.17022504119	1.90108842306e-49
YDR310C	YOL132W	2.74065008138	4.7681757613e-66
YIL084C	YOL103W.A	-2.71036089141	4.47612351482e-26
YDL042C	YOL103W.A	-3.41640100779	2.68662899841e-37
YPL254W	YOL103W.A	-3.0299756627	1.08954025056e-30
YNL236W	YOL103W.A	-3.88132926277	6.26220708274e-44
YOR290C	YOL103W.A	-4.28532971678	4.55321714862e-50
YBR289W	YOL103W.A	-4.24017825989	2.13718831787e-49
YHL025W	YOL103W.A	-4.80855474107	7.39814655384e-58
YOL148C	YOL103W.A	-4.43041774062	3.03471886186e-52
YJL176C	YOL103W.A	-4.65092975001	1.50365447322e-55
YCR084C	YOL103W.A	-3.89626260487	7.75980938042e-55
YDR392W	YOL103W.A	-2.25875111404	9.60285358165e-06
YIL036W	YOR369C	-2.03070926501	1.81582648465e-24
YNL216W	YOR369C	-2.86407597195	6.05995888e-06
YIL084C	YOR343C.B	-2.32607913795	5.29391018971e-31
YDL042C	YOR343C.B	-2.35638034141	9.20770272399e-32
YOR290C	YOR343C.B	-2.76457243507	1.51158143221e-39
YBR289W	YOR343C.B	-2.70961081309	1.98782782027e-38
YHL025W	YOR343C.B	-2.16979184864	1.77638535798e-27
YOL148C	YOR343C.B	-2.43183872395	8.68954169012e-33
YJL176C	YOR343C.B	-2.92884418332	7.60726428323e-43
YCR084C	YOR343C.B	-2.32457964925	3.5597822865e-39
YCL055W	YOR034C	-2.11180381481	2.30876269687e-09
YHR154W	YOR034C	-2.5442928803	7.28993666372e-11
YNL199C	YCL040W	2.57638291676	3.14380393501e-19
YIR033W	YCL040W	2.67551562099	1.67266780332e-20
YIL036W	YCL040W	2.31177766646	1.55155645488e-15
YJL176C	YCL040W	3.35628865705	5.74808922418e-29
YIL084C	YDR365W.A	-2.76377481417	6.01012854282e-24
YDL042C	YDR365W.A	-3.30560566674	6.50178134834e-32
YBR083W	YDR365W.A	-2.06463508249	1.3456274134e-14
YPL254W	YDR365W.A	-2.81648284106	2.19168241262e-24
YNL236W	YDR365W.A	-2.17662795517	9.91852095286e-16
YOR290C	YDR365W.A	-3.28016114911	4.9743674002e-31
YBR289W	YDR365W.A	-3.15561583321	3.16978346056e-29
YHL025W	YDR365W.A	-2.68379461963	1.58050333079e-22
YOL148C	YDR365W.A	-3.49020591259	4.37843102566e-34
YJL176C	YDR365W.A	-3.53806520876	8.70341512165e-35
YCR084C	YDR365W.A	-2.61376275531	3.01241926893e-28
YDR392W	YDR365W.A	-2.13421488544	3.54282042304e-05
YNL236W	YER110C	-2.86716308825	5.27552583256e-42
YOR290C	YER110C	-2.1849642962	4.30056412741e-28
YHL025W	YER110C	-2.56466697883	7.33937495292e-36
YNL236W	YGR204W	-2.14579331378	1.9201068005e-26
YNL236W	YGR240C	-2.48168372765	4.23203817651e-39
YHL025W	YGR240C	-2.07926946709	4.62351826231e-30
YHL025W	YIL009W	-2.17635260891	4.97729365893e-25
YDR207C	YIL072W	2.11628444747	1.70950465527e-40
YNL021W	YIL011W	2.28188889564	4.65392920892e-41
YMR070W	YIL011W	2.38215282655	2.17022709067e-43
YPL075W	YJR009C	-3.35336743329	1.59143850024e-07
YIR033W	YLR178C	2.07300574086	2.70661533956e-32
YIL036W	YLR178C	2.4157477681	1.40368381658e-39
YPL075W	YLR180W	-2.24858978806	7.63877297356e-06
YNL236W	YNL327W	-2.04104125746	9.13656553619e-34
YOR290C	YNL327W	-2.03222576344	1.50025634278e-33
YJL176C	YNL327W	-2.07204172501	1.55788000124e-34
YNL236W	YPL106C	-2.01032479092	2.20149184862e-25
YHL025W	YPL106C	-2.01423411328	1.83118472531e-25
YNL216W	YDL022W	-2.08032398081	2.54569375266e-05
YOL004W	YFL062W	-2.07474092222	1.97111334242e-52
YNL236W	YFL066C	-4.02971217575	4.38174170083e-43
YHL025W	YFL066C	-3.3393341367	6.68521465472e-33
YNL236W	YGR054W	-2.80655985122	6.6557163656e-47
YHL025W	YGR054W	-2.27163395027	6.41637138817e-35
YOL148C	YGR086C	-2.12158034032	1.6974661771e-30
YIL084C	YGR027W.A	-2.60398765437	1.02112645363e-15
YDL042C	YGR027W.A	-2.61605492441	6.29379426014e-16
YPL254W	YGR027W.A	-3.02005056561	4.75793977236e-20
YNL236W	YGR027W.A	-4.84334406134	1.09457033095e-41
YOR290C	YGR027W.A	-4.7953403384	4.10401248189e-41
YBR289W	YGR027W.A	-4.46189100989	4.02717774889e-37
YHL025W	YGR027W.A	-5.53145519661	8.70024914888e-50
YOL148C	YGR027W.A	-4.96866678	3.6113421804e-43
YJL176C	YGR027W.A	-5.36227429259	8.39019321979e-48
YCR084C	YGR027W.A	-3.96263671297	9.38325524514e-40
YDR392W	YGR027W.A	-2.11559893048	0.000489901240728
YNL216W	YGR027W.A	2.04806656136	0.00091271586612
YHR006W	YHR049C.A	2.82957121014	7.53477394811e-25
YHL027W	YLL053C	3.14866289114	5.76010568619e-82
YIR033W	YLR327C	2.03405987502	1.94926348789e-34
YCR084C	YLR327C	2.27352722096	1.22723070672e-49
YNL216W	YLR333C	-2.90516083229	4.11646814447e-06
YLR039C	YMR096W	2.259733027	3.45837184075e-32
YJL127C	YMR096W	2.69039874377	2.91645036241e-41
YCR084C	YOL161C	3.38312252534	6.61007259114e-96
YDR207C	YOL131W	2.9247656616	2.39946135137e-57
YLR403W	YOR338W	2.15711894199	1.34645518911e-30
YIL084C	YOR343C.A	-2.61861614221	1.24171026021e-22
YDL042C	YOR343C.A	-3.19081274055	3.72859522563e-31
YJL127C	YOR343C.A	2.15551493063	2.61874323905e-16
YPL254W	YOR343C.A	-2.63303935659	1.50651628723e-22
YNL236W	YOR343C.A	-3.37880851536	1.9198706088e-33
YOR290C	YOR343C.A	-4.08561613857	7.40957857417e-44
YBR289W	YOR343C.A	-3.63365307214	3.22824605086e-37
YHL025W	YOR343C.A	-4.42470600796	9.31837692458e-49
YOL148C	YOR343C.A	-4.15277883104	7.89302718545e-45
YJL176C	YOR343C.A	-4.01672409032	7.47768611966e-43
YCR084C	YOR343C.A	-3.45320908223	9.06610022905e-44
YDR392W	YOR343C.A	-2.0591903251	7.33597900852e-05
YPL075W	YOR343C.A	2.47118291373	4.80373232858e-05
YIR033W	YOR374W	2.15467131063	1.42823872904e-22
YIL036W	YOR374W	2.73316734777	3.38959447484e-32
YJL176C	YOR374W	3.27869605939	6.54787170756e-42
YPR009W	YPR009W	-2.13892062211	4.48673852958e-56
YNL236W	YCL043C	-4.10093071951	1.22033926551e-48
YHL025W	YCL043C	-2.27680285487	5.23474278701e-20
YNL236W	YCL045C	-2.04795415783	5.59459927446e-32
YOR191W	YDL179W	2.19494144905	1.45124654353e-16
YHL025W	YDL185W	-2.32061704775	1.50593611826e-26
YNL216W	YER102W	-2.4631452987	5.91668343884e-06
YNL236W	YKL191W	-2.04190808003	2.11216523122e-29
YHL025W	YKL191W	-2.22846810114	1.30943576806e-33
YCR084C	YKL224C	2.60166966972	2.43588528043e-66
YGL073W	YKL163W	2.1283045838	4.0307573573e-06
YML051W	YML051W	-2.98481638506	3.1697409576e-80
YLR176C	YMR279C	3.29330355776	1.65674912795e-89
YBR033W	YNR050C	3.17287955168	4.26947961156e-88
