X1	X2	sign
YHR206W	YML052W	NA
YHR206W	YML053C	NA
YHR206W	YMR016C	NA
YHR206W	YMR017W	NA
YHR206W	YMR135C	NA
YHR206W	YMR136W	NA
YHR206W	YMR145C	NA
YHR206W	YMR251WA	NA
YHR206W	YMR305C	NA
YHR206W	YMR306W	NA
YHR206W	YNL014W	NA
YHR206W	YNL087W	NA
YHR206W	YNL097CA	NA
YHR206W	YNL098C	NA
YHR206W	YNL178W	NA
YHR206W	YNL180C	NA
YHR206W	YNL192W	NA
YHR206W	YNL234W	NA
YHR206W	YNR013C	NA
YHR206W	YNR014W	NA
YHR206W	YNR018W	NA
YHR206W	YOL039W	NA
YHR206W	YOL040C	NA
YHR206W	YOL058W	NA
YHR206W	YOL125W	NA
YHR206W	YOL126C	NA
YHR206W	YOR226C	NA
