X1	X2	sign
YHR206W	YOR227W	NA
YHR206W	YOR273C	NA
YHR206W	YOR274W	NA
YHR206W	YOR348C	NA
YHR206W	YOR349W	NA
YHR206W	YPL024W	NA
YHR206W	YPL026C	NA
YHR206W	YPL041C	NA
YHR206W	YPL135W	NA
YHR206W	YPL137C	NA
YHR206W	YPL202C	NA
YHR206W	YPL230W	NA
YHR206W	YPR009W	NA
YHR206W	YPR013C	NA
YHR206W	YPR063C	NA
YHR206W	YPR065W	NA
YHR206W	YPR148C	NA
YHR206W	YPR149W	NA
YIL036W	YBR109C	0
YIL036W	YBR110W	0
YIL036W	YBR167C	0
YIL036W	YBR168W	0
YIL036W	YDR028C	0
YIL036W	YDR067C	0
YIL036W	YDR068W	0
YIL036W	YDR372C	0
YIL036W	YDR373W	0
YIL036W	YHR171W	0
YIL036W	YKL179C	0
YIL101C	TK(UUU)P	0
YIL101C	YBR025C	0
YIL101C	YBR182CA	0
YIL101C	YBR182C	0
YIL101C	YBR183W	0
YIL101C	YDR077W	0
YIL101C	YDR309C	0
YIL101C	YGR249W	0
YIL101C	YHL028W	0
YIL101C	YHL029C	0
YIL101C	YKL043W	0
YIL101C	YLR042C	0
YIL101C	YLR179C	0
YIL101C	YLR180W	0
YIL101C	YML052W	0
YIL101C	YML053C	0
YIL101C	YMR305C	0
YIL101C	YMR306W	0
YIL101C	YNL087W	0
YIL101C	YPR119W	0
YIL131C	TK(UUU)P	1
YIL131C	YBR029C	1
YIL131C	YBR030W	1
YIL131C	YBR077C	1
YIL131C	YBR078W	1
YIL131C	YBR138C	1
YIL131C	YBR139W	1
YIL131C	YBR163W	1
YIL131C	YCL054W	1
YIL131C	YCL063W	1
YIL131C	YCL064C	1
YIL131C	YCR075C	1
YIL131C	YCR075WA	1
YIL131C	YCR092C	1
YIL131C	YCR093W	1
YIL131C	YDL084W	1
YIL131C	YDR263C	1
YIL131C	YDR451C	1
YIL131C	YDR452W	1
YIL131C	YEL015W	1
YIL131C	YEL016C	1
YIL131C	YER070W	1
YIL131C	YER122C	1
YIL131C	YER123W	1
YIL131C	YER124C	1
YIL131C	YER125W	1
YIL131C	YFR003C	1
YIL131C	YFR004W	1
YIL131C	YFR018C	1
YIL131C	YFR019W	1
YIL131C	YFR051C	1
YIL131C	YFR052W	1
YIL131C	YGL028C	1
YIL131C	YGR041W	1
YIL131C	YGR092W	1
YIL131C	YGR098C	1
YIL131C	YGR099W	1
YIL131C	YHR084W	1
YIL131C	YJR091C	1
YIL131C	YJR092W	1
YIL131C	YKR054C	1
YIL131C	YKR055W	1
YIL131C	YLR209C	1
YIL131C	YLR210W	1
YIL131C	YLR353W	1
YIL131C	YLR399C	1
YIL131C	YLR406CA	1
YIL131C	YLR406C	1
YIL131C	YLR407W	1
YIL131C	YMR086W	1
YIL131C	YMR117C	1
YIL131C	YMR183C	1
YIL131C	YMR184W	1
YIL131C	YMR197C	1
YIL131C	YMR198W	1
YIL131C	YNL091W	1
YIL131C	YNL176C	1
YIL131C	YPL032C	1
YIL131C	YPL116W	1
YIL131C	YPL117C	1
YIL131C	YPL140C	1
YIL131C	YPL155C	1
YIL131C	YPL177C	1
YIL131C	YPL226W	1
YIL131C	YPL227C	1
YIL131C	YPR035W	1
YIL131C	YPR104C	1
YIL131C	YPR119W	1
YIR018W	YBR057C	NA
YIR018W	YDL224C	NA
YIR018W	YGL103W	NA
YIR018W	YGL104C	NA
YIR018W	YGR148C	NA
YIR018W	YGR149W	NA
YIR018W	YGR187C	NA
YIR018W	YHR036W	NA
YIR018W	YHR086WA	NA
YIR018W	YHR087W	NA
YIR018W	YIL018W	NA
YIR018W	YIL133C	NA
YIR018W	YJL042W	NA
YIR018W	YJR044C	NA
YIR018W	YPL090C	NA
YIR023W	YGR019W	1
YJL056C	YJL055W	NA
YJL056C	YKL175W	NA
YJL056C	YKL176C	NA
YJL056C	YNL253W	NA
YJL056C	YNL254C	NA
YJL089W	YER065C	0
YJL089W	YKR097W	0
YJL089W	YOL125W	0
YJL089W	YOL126C	0
YJL110C	TI(AAU)P2	0
YJL110C	YLL048C	0
YJL110C	YLR023C	0
YJL110C	YPR171W	0
YJR060W	SNR47	1
YJR060W	TE(UUC)I	1
YJR060W	YAL012W	1
YJR060W	YAL017W	1
YJR060W	YAL018C	1
YJR060W	YAL026C	1
YJR060W	YAL053W	1
YJR060W	YAL054C	1
YJR060W	YBR039W	1
YJR060W	YBR049C	1
YJR060W	YBR082C	1
YJR060W	YBR083W	1
YJR060W	YBR249C	1
YJR060W	YBR250W	1
YJR060W	YBR255CA	1
YJR060W	YCR087CA	1
YJR060W	YCR088W	1
YJR060W	YCR092C	1
YJR060W	YCR093W	1
YJR060W	YDL006W	1
YJR060W	YDL020C	1
YJR060W	YDL058W	1
YJR060W	YDL059C	1
YJR060W	YDR042C	1
YJR060W	YDR054C	1
YJR060W	YDR055W	1
YJR060W	YDR141C	1
YJR060W	YDR190C	1
YJR060W	YDR191W	1
YJR060W	YDR297W	1
YJR060W	YDR530C	1
YJR060W	YDR531W	1
YJR060W	YEL024W	1
YJR060W	YEL025C	1
YJR060W	YEL043W	1
YJR060W	YER043C	1
YJR060W	YER071C	1
YJR060W	YER072W	1
YJR060W	YER091C	1
YJR060W	YER092W	1
YJR060W	YER094C	1
YJR060W	YER095W	1
YJR060W	YER099C	1
YJR060W	YER100W	1
YJR060W	YER111C	1
YJR060W	YER112W	1
YJR060W	YER114C	1
YJR060W	YER124C	1
YJR060W	YER125W	1
YJR060W	YER177W	1
YJR060W	YFL017WA	1
YJR060W	YFL018C	1
YJR060W	YFL023W	1
YJR060W	YFL024C	1
YJR060W	YFR030W	1
YJR060W	YFR049W	1
YJR060W	YGL055W	1
YJR060W	YGL056C	1
YJR060W	YGL207W	1
YJR060W	YGR052W	1
YJR060W	YGR060W	1
YJR060W	YGR200C	1
YJR060W	YGR204W	1
YJR060W	YGR223C	1
YJR060W	YGR224W	1
YJR060W	YGR233C	1
YJR060W	YGR234W	1
YJR060W	YHR033W	1
YJR060W	YHR041C	1
YJR060W	YHR042W	1
YJR060W	YHR082C	1
YJR060W	YHR083W	1
YJR060W	YHR089C	1
YJR060W	YHR098C	1
YJR060W	YHR099W	1
YJR060W	YHR112C	1
YJR060W	YHR113W	1
YJR060W	YHR136C	1
YJR060W	YHR137W	1
YJR060W	YIL031W	1
YJR060W	YIL033C	1
YJR060W	YIL074C	1
YJR060W	YIL088C	1
YJR060W	YIL118W	1
YJR060W	YIL119C	1
YJR060W	YIL126W	1
YJR060W	YIL127C	1
YJR060W	YIR006C	1
YJR060W	YIR007W	1
YJR060W	YIR017C	1
YJR060W	YIR018W	1
YJR060W	YJL100W	1
YJR060W	YJL101C	1
YJR060W	YJL109C	1
YJR060W	YJL117W	1
YJR060W	YJL133CA	1
YJR060W	YJL133W	1
YJR060W	YJL166W	1
YJR060W	YJL167W	1
YJR060W	YJL168C	1
YJR060W	YJL186W	1
YJR060W	YJL187C	1
YJR060W	YJL209W	1
YJR060W	YJR009C	1
YJR060W	YJR010W	1
YJR060W	YJR137C	1
YJR060W	YJR138W	1
YJR060W	YJR145C	1
YJR060W	YJR147W	1
YJR060W	YKL007W	1
YJR060W	YKL008C	1
YJR060W	YKL015W	1
YJR060W	YKL016C	1
YJR060W	YKL191W	1
YJR060W	YKL192C	1
YJR060W	YLL010C	1
YJR060W	YLR092W	1
YJR060W	YML017W	1
YJR060W	YML018C	1
YJR060W	YML119W	1
YJR060W	YML120C	1
YJR060W	YML121W	1
YJR060W	YML123C	1
YJR060W	YMR196W	1
YJR060W	YMR197C	1
YJR060W	YMR198W	1
YJR060W	YMR216C	1
YJR060W	YMR217W	1
YJR060W	YMR301C	1
YJR060W	YNL036W	1
YJR060W	YNL037C	1
YJR060W	YNL063W	1
YJR060W	YNL064C	1
YJR060W	YNL094W	1
YJR060W	YNL095C	1
YJR060W	YNL103W	1
YJR060W	YNL104C	1
YJR060W	YNL220W	1
YJR060W	YNL221C	1
YJR060W	YNL232W	1
YJR060W	YNL277WA	1
YJR060W	YNL277W	1
YJR060W	YNL282W	1
YJR060W	YNL283C	1
YJR060W	YNR013C	1
YJR060W	YNR014W	1
YJR060W	YNR051C	1
YJR060W	YOL064C	1
YJR060W	YOL100W	1
YJR060W	YOL101C	1
YJR060W	YOL136C	1
YJR060W	YOR054C	1
YJR060W	YOR064C	1
YJR060W	YOR065W	1
YJR060W	YOR098C	1
YJR060W	YOR099W	1
YJR060W	YOR298CA	1
YJR060W	YOR299W	1
YJR060W	YOR327C	1
YJR060W	YOR328W	1
YJR060W	YPL204W	1
YJR060W	YPL206C	1
YJR060W	YPL235W	1
YJR060W	YPL236C	1
YJR060W	YPL250C	1
YJR060W	YPL254W	1
YJR060W	YPR102C	1
YJR060W	YPR103W	1
YJR094C	YDL154W	NA
YJR094C	YGR017W	NA
YJR094C	YHL036W	NA
YJR094C	YHL038C	NA
YKL015W	YBL063W	0
YKL015W	YBL064C	0
YKL015W	YHR037W	0
YKL015W	YOR306C	0
YKL020C	SNR37	NA
YKL020C	TL(CAA)M	NA
YKL020C	YCL054W	NA
YKL020C	YCR020CA	NA
YKL020C	YFR002W	NA
YKL020C	YGL001C	NA
YKL020C	YJR011C	NA
YKL020C	YJR013W	NA
YKL020C	YJR051W	NA
YKL020C	YLR023C	NA
YKL020C	YLR047C	NA
YKL020C	YLR048W	NA
YKL020C	YMR118C	NA
YKL020C	YMR119W	NA
YKL020C	YMR258C	NA
YKL020C	YNL001W	NA
YKL020C	YNL002C	NA
YKL020C	YOR148C	NA
YKL032C	YDR441C	NA
YKL032C	YIL118W	NA
YKL032C	YIL119C	NA
YKL032C	YKL043W	NA
YKL032C	YKR075C	NA
YKL032C	YKR076W	NA
YKL038W	YHR094C	1
YKL038W	YKR075C	1
YKL038W	YKR076W	1
YKL043W	SNR3	NA
YKL043W	YAL040C	NA
YKL043W	YBL029CA	NA
YKL043W	YBL029W	NA
YKL043W	YBL030C	NA
YKL043W	YBR067C	NA
YKL043W	YBR112C	NA
YKL043W	YBR114W	NA
YKL043W	YBR157C	NA
YKL043W	YBR158W	NA
YKL043W	YBR162C	NA
YKL043W	YBR162WA	NA
YKL043W	YBR163W	NA
YKL043W	YCR065W	NA
YKL043W	YDL047W	NA
YKL043W	YDL048C	NA
YKL043W	YDR309C	NA
YKL043W	YDR451C	NA
YKL043W	YDR452W	NA
YKL043W	YDR524CB	NA
YKL043W	YDR524C	NA
YKL043W	YDR524WA	NA
YKL043W	YDR525WA	NA
YKL043W	YDR527W	NA
YKL043W	YEL038W	NA
YKL043W	YEL039C	NA
YKL043W	YEL040W	NA
YKL043W	YER033C	NA
YKL043W	YER034W	NA
YKL043W	YER045C	NA
YKL043W	YER046W	NA
YKL043W	YGL096W	NA
YKL043W	YGR249W	NA
YKL043W	YGR250C	NA
YKL043W	YGR251W	NA
YKL043W	YGR279C	NA
YKL043W	YHL024W	NA
YKL043W	YHR007CA	NA
YKL043W	YHR007C	NA
YKL043W	YHR084W	NA
YKL043W	YIL011W	NA
YKL043W	YIL013C	NA
YKL043W	YIL056W	NA
YKL043W	YIL118W	NA
YKL043W	YIL119C	NA
YKL043W	YJL105W	NA
YKL043W	YJR127C	NA
YKL043W	YKL062W	NA
YKL043W	YKL063C	NA
YKL043W	YKL109W	NA
YKL043W	YKL110C	NA
YKL043W	YKR102W	NA
YKL043W	YML115C	NA
YKL043W	YMR011W	NA
YKL043W	YMR015C	NA
YKL043W	YMR016C	NA
YKL043W	YMR017W	NA
YKL043W	YMR018W	NA
YKL043W	YMR135C	NA
YKL043W	YMR136W	NA
YKL043W	YMR194CB	NA
YKL043W	YMR195W	NA
YKL043W	YMR305C	NA
YKL043W	YMR306W	NA
YKL043W	YNL178W	NA
YKL043W	YNL180C	NA
YKL043W	YOR028C	NA
YKL043W	YOR030W	NA
YKL043W	YOR107W	NA
YKL043W	YOR178C	NA
YKL043W	YOR179C	NA
YKL043W	YOR275C	NA
YKL043W	YOR276W	NA
YKL043W	YOR354C	NA
YKL043W	YOR355W	NA
YKL043W	YPL016W	NA
YKL043W	YPL017C	NA
YKL043W	YPL177C	NA
YKL043W	YPL230W	NA
YKL043W	YPL265W	NA
YKL043W	YPR013C	NA
YKL062W	SNR18	NA
YKL062W	YAL003W	NA
YKL062W	YAL005C	NA
YKL062W	YBR072W	NA
YKL062W	YBR167C	NA
YKL062W	YBR168W	NA
YKL062W	YCR021C	NA
YKL062W	YDL192W	NA
YKL062W	YDR084C	NA
YKL062W	YDR085C	NA
YKL062W	YDR258C	NA
YKL062W	YDR453C	NA
YKL062W	YER103W	NA
YKL062W	YGR052W	NA
YKL062W	YGR071C	NA
YKL062W	YGR072W	NA
YKL062W	YGR087C	NA
YKL062W	YGR088W	NA
YKL062W	YGR192C	NA
YKL062W	YHR033W	NA
YKL062W	YHR086WA	NA
YKL062W	YHR087W	NA
YKL062W	YHR104W	NA
YKL062W	YIL050W	NA
YKL062W	YIL051C	NA
YKL062W	YKL085W	NA
YKL062W	YKR052C	NA
YKL062W	YKR066C	NA
YKL062W	YKR067W	NA
YKL062W	YLR438CA	NA
YKL062W	YLR439W	NA
YKL062W	YML100WA	NA
YKL062W	YML100W	NA
YKL062W	YML101C	NA
YKL062W	YMR119W	NA
YKL062W	YMR173W	NA
YKL062W	YMR251WA	NA
YKL062W	YNL006W	NA
YKL062W	YNL007C	NA
YKL062W	YNL160W	NA
YKL062W	YNL241C	NA
YKL062W	YOR018W	NA
YKL062W	YOR226C	NA
YKL062W	YOR227W	NA
YKL062W	YOR228C	NA
YKL062W	YOR229W	NA
YKL062W	YPR063C	NA
YKL062W	YPR065W	NA
YKL062W	YPR102C	NA
YKL062W	YPR103W	NA
YKL109W	YBL029CA	0
YKL109W	YBL029W	0
YKL109W	YBL030C	0
YKL109W	YBL044W	0
YKL109W	YBL045C	0
YKL109W	YBL099W	0
YKL109W	YBR039W	0
YKL109W	YDL004W	0
YKL109W	YDL005C	0
YKL109W	YDL066W	0
YKL109W	YDL067C	0
YKL109W	YDL181W	0
YKL109W	YDR322CA	0
YKL109W	YDR377W	0
YKL109W	YDR529C	0
YKL109W	YEL024W	0
YKL109W	YEL025C	0
YKL109W	YGL187C	0
YKL109W	YGL191W	0
YKL109W	YGR104C	0
YKL109W	YHR050WA	0
YKL109W	YHR051W	0
YKL109W	YKL015W	0
YKL109W	YKL016C	0
YKL109W	YLR038C	0
YKL109W	YLR295C	0
YKL109W	YLR297W	0
YKL109W	YLR395C	0
YKL109W	YMR256C	0
YKL109W	YNL052W	0
YKL109W	YNL054WA	0
YKL109W	YNL055C	0
YKL109W	YOL077WA	0
YKL109W	YOR064C	0
YKL109W	YOR065W	0
YKL109W	YPL270W	0
YKL109W	YPL271W	0
YKL109W	YPL272C	0
YKL109W	YPR020W	0
YKL112W	SNR14	0
YKL112W	SNR55	0
YKL112W	SNR57	0
YKL112W	SNR61	0
YKL112W	SNR68	0
YKL112W	YAL023C	0
YKL112W	YAL041W	0
YKL112W	YAL042W	0
YKL112W	YAL043C	0
YKL112W	YAL053W	0
YKL112W	YAL054C	0
YKL112W	YBL007C	0
YKL112W	YBL038W	0
YKL112W	YBL039C	0
YKL112W	YBL079W	0
YKL112W	YBL080C	0
YKL112W	YBR029C	0
YKL112W	YBR030W	0
YKL112W	YBR077C	0
YKL112W	YBR078W	0
YKL112W	YBR080C	0
YKL112W	YBR101C	0
YKL112W	YBR109C	0
YKL112W	YBR110W	0
YKL112W	YBR129C	0
YKL112W	YBR211C	0
YKL112W	YBR212W	0
YKL112W	YBR283C	0
YKL112W	YBR284W	0
YKL112W	YCL011C	0
YKL112W	YCL031C	0
YKL112W	YCR053W	0
YKL112W	YDL035C	0
YKL112W	YDL105W	0
YKL112W	YDL106C	0
YKL112W	YDL116W	0
YKL112W	YDL122W	0
YKL112W	YDL130WA	0
YKL112W	YDL145C	0
YKL112W	YDL193W	0
YKL112W	YDR028C	0
YKL112W	YDR194C	0
YKL112W	YDR194WA	0
YKL112W	YDR195W	0
YKL112W	YDR233C	0
YKL112W	YDR234W	0
YKL112W	YDR245W	0
YKL112W	YDR283C	0
YKL112W	YDR295C	0
YKL112W	YDR296W	0
YKL112W	YDR312W	0
YKL112W	YDR326C	0
YKL112W	YDR339C	0
YKL112W	YDR361C	0
YKL112W	YDR363WA	0
YKL112W	YDR384C	0
YKL112W	YDR385W	0
YKL112W	YDR404C	0
YKL112W	YDR405W	0
YKL112W	YDR422C	0
YKL112W	YDR454C	0
YKL112W	YDR456W	0
YKL112W	YEL037C	0
YKL112W	YFL017WA	0
YKL112W	YFL018C	0
YKL112W	YFL047W	0
YKL112W	YFL048C	0
YKL112W	YGL106W	0
YKL112W	YGL107C	0
YKL112W	YGL192W	0
YKL112W	YGL194C	0
YKL112W	YGL195W	0
YKL112W	YGL222C	0
YKL112W	YGR056W	0
YKL112W	YGR059W	0
YKL112W	YGR128C	0
YKL112W	YGR129W	0
YKL112W	YGR185C	0
YKL112W	YGR186W	0
YKL112W	YGR231C	0
YKL112W	YGR232W	0
YKL112W	YGR253C	0
YKL112W	YGR254W	0
YKL112W	YGR268C	0
YKL112W	YGR270W	0
YKL112W	YHL028W	0
YKL112W	YHL029C	0
YKL112W	YHR064C	0
YKL112W	YHR077C	0
YKL112W	YHR078W	0
YKL112W	YHR090C	0
YKL112W	YHR115C	0
YKL112W	YHR116W	0
YKL112W	YHR161C	0
YKL112W	YHR162W	0
YKL112W	YHR199C	0
YKL112W	YHR200W	0
YKL112W	YIL031W	0
YKL112W	YIL033C	0
YKL112W	YIL048W	0
YKL112W	YIL134CA	0
YKL112W	YIL134W	0
YKL112W	YIL135C	0
YKL112W	YIR010W	0
YKL112W	YIR023W	0
YKL112W	YJL062WA	0
YKL112W	YJL062W	0
YKL112W	YJL063C	0
YKL112W	YJL111W	0
YKL112W	YJL174W	0
YKL112W	YJL176C	0
YKL112W	YJL183W	0
YKL112W	YJR062C	0
YKL112W	YJR063W	0
YKL112W	YJR093C	0
YKL112W	YJR116W	0
YKL112W	YJR137C	0
YKL112W	YJR138W	0
YKL112W	YKL014C	0
YKL112W	YKL015W	0
YKL112W	YKL016C	0
YKL112W	YKL028W	0
YKL112W	YKL029C	0
YKL112W	YKL060C	0
YKL112W	YKL078W	0
YKL112W	YKL135C	0
YKL112W	YKL143W	0
YKL112W	YKL144C	0
YKL112W	YKL172W	0
YKL112W	YKL190W	0
YKL112W	YKL195W	0
YKL112W	YKL196C	0
YKL112W	YKR029C	0
YKL112W	YKR030W	0
YKL112W	YLR024C	0
YKL112W	YLR025W	0
YKL112W	YLR095C	0
YKL112W	YLR096W	0
YKL112W	YLR222C	0
YKL112W	YLR293C	0
YKL112W	YLR330W	0
YKL112W	YLR396C	0
YKL112W	YML081CA	0
YKL112W	YML081W	0
YKL112W	YMR005W	0
YKL112W	YMR033W	0
YKL112W	YMR060C	0
YKL112W	YMR061W	0
YKL112W	YMR092C	0
YKL112W	YMR093W	0
YKL112W	YMR129W	0
YKL112W	YMR197C	0
YKL112W	YMR198W	0
YKL112W	YMR200W	0
YKL112W	YMR260C	0
YKL112W	YMR296C	0
YKL112W	YMR297W	0
YKL112W	YNL036W	0
YKL112W	YNL037C	0
YKL112W	YNL085W	0
YKL112W	YNL183C	0
YKL112W	YNL189W	0
YKL112W	YNL212W	0
YKL112W	YNL213C	0
YKL112W	YNL243W	0
YKL112W	YNL244C	0
YKL112W	YNL255C	0
YKL112W	YNL267W	0
YKL112W	YNL287W	0
YKL112W	YNL306W	0
YKL112W	YNL307C	0
YKL112W	YNL312W	0
YKL112W	YNL313C	0
YKL112W	YNL321W	0
YKL112W	YNL322C	0
YKL112W	YNR036C	0
YKL112W	YNR037C	0
YKL112W	YNR038W	0
YKL112W	YOL036W	0
YKL112W	YOL068C	0
YKL112W	YOL076W	0
YKL112W	YOL077C	0
YKL112W	YOL116W	0
YKL112W	YOR045W	0
YKL112W	YOR056C	0
YKL112W	YOR057W	0
YKL112W	YOR116C	0
YKL112W	YOR117W	0
YKL112W	YOR205C	0
YKL112W	YOR206W	0
YKL112W	YOR261C	0
YKL112W	YOR262W	0
YKL112W	YOR310C	0
YKL112W	YPL012W	0
YKL112W	YPL013C	0
YKL112W	YPL159C	0
YKL112W	YPL242C	0
YKL112W	YPR017C	0
YKL112W	YPR018W	0
YKL112W	YPR104C	0
YKL112W	YPR128C	0
YKL112W	YPR129W	0
YKL112W	YPR176C	0
YKL112W	YPR178W	0
YKL185W	TA(AGC)K2	1
YKL185W	YDR054C	1
YKL185W	YDR055W	1
YKL185W	YDR077W	1
YKL185W	YDR451C	1
YKL185W	YDR452W	1
YKL185W	YDR524CB	1
YKL185W	YDR524C	1
YKL185W	YDR524WA	1
YKL185W	YDR525WA	1
YKL185W	YDR527W	1
YKL185W	YGR189C	1
YKL185W	YIL122W	1
YKL185W	YJL194W	1
YKL185W	YJL196C	1
YKL185W	YKR041W	1
YKL185W	YKR042W	1
YKL185W	YLR300W	1
YKL185W	YMR121C	1
YKL185W	YMR122WA	1
YKL185W	YMR123W	1
YKL185W	YMR305C	1
YKL185W	YMR306W	1
YKL185W	YNL289W	1
YKL185W	YOL007C	1
YKL185W	YOL113W	1
YKL185W	YOL114C	1
YKR034W	YDL049C	0
YKR034W	YDR042C	0
YKR034W	YDR127W	0
YKR034W	YHR091C	0
YKR034W	YLR082C	0
YKR034W	YMR257C	0
YKR034W	YOL042W	0
YKR034W	YOL043C	0
YKR034W	YOR093C	0
YKR034W	YOR094W	0
YKR099W	YAL044C	NA
YKR099W	YAL060W	NA
YKR099W	YCL030C	NA
YKR099W	YDR408C	NA
YKR099W	YDR409W	NA
YKR099W	YER091C	NA
YKR099W	YER092W	NA
YKR099W	YGL184C	NA
YKR099W	YGL186C	NA
YKR099W	YGL234W	NA
YKR099W	YGL236C	NA
YKR099W	YGR061C	NA
YKR099W	YGR204W	NA
YKR099W	YKL217W	NA
YKR099W	YKL218C	NA
YKR099W	YKR079C	NA
YKR099W	YKR080W	NA
YKR099W	YLR057W	NA
YKR099W	YLR058C	NA
YKR099W	YLR059C	NA
YKR099W	YLR060W	NA
YKR099W	YLR359W	NA
YKR099W	YMR120C	NA
YKR099W	YMR186W	NA
YKR099W	YMR188C	NA
YKR099W	YMR189W	NA
YKR099W	YMR243C	NA
YKR099W	YMR244W	NA
YKR099W	YMR300C	NA
YKR099W	YOR128C	NA
YKR099W	YOR267C	NA
YKR099W	YOR269W	NA
YLR013W	YIL018W	NA
YLR013W	YKL001C	NA
YLR098C	YCL063W	NA
YLR098C	YCL064C	NA
YLR098C	YDR310C	NA
YLR098C	YDR311W	NA
YLR098C	YER047C	NA
YLR098C	YGL171W	NA
YLR098C	YJR133W	NA
YLR098C	YKL007W	NA
YLR098C	YKL008C	NA
YLR098C	YKL143W	NA
YLR098C	YKL144C	NA
YLR098C	YNL010W	NA
YLR098C	YNL011C	NA
YLR131C	YBR157C	NA
YLR131C	YBR158W	NA
YLR131C	YBR159W	NA
YLR131C	YDL127W	NA
YLR131C	YDR155C	NA
YLR131C	YDR156W	NA
YLR131C	YDR524CB	NA
YLR131C	YDR524C	NA
YLR131C	YDR524WA	NA
YLR131C	YDR525WA	NA
YLR131C	YDR527W	NA
YLR131C	YER124C	NA
YLR131C	YER125W	NA
YLR131C	YER177W	NA
YLR131C	YGL006WA	NA
YLR131C	YGL006W	NA
YLR131C	YGL007CA	NA
YLR131C	YGL008C	NA
YLR131C	YGL028C	NA
YLR131C	YGL133W	NA
YLR131C	YGL228W	NA
YLR131C	YGL229C	NA
YLR131C	YGR041W	NA
YLR131C	YGR283C	NA
YLR131C	YHL028W	NA
YLR131C	YHL029C	NA
YLR131C	YJL159W	NA
YLR131C	YJL160C	NA
YLR131C	YJR044C	NA
YLR131C	YJR145C	NA
YLR131C	YJR147W	NA
YLR131C	YKL150W	NA
YLR131C	YKL151C	NA
YLR131C	YLR286C	NA
YLR131C	YML100WA	NA
YLR131C	YML100W	NA
YLR131C	YML101C	NA
YLR131C	YNL078W	NA
YLR131C	YNL079C	NA
YLR131C	YNL241C	NA
YLR131C	YNL327W	NA
YLR131C	YNL328C	NA
YLR131C	YNR018W	NA
YLR131C	YOR138C	NA
YLR131C	YOR140W	NA
YLR176C	YDL229W	NA
YLR176C	YDR410C	NA
YLR176C	YGR180C	NA
YLR176C	YIL066C	NA
YLR176C	YLR286C	NA
YLR176C	YMR177W	NA
YLR176C	YOR267C	NA
YLR176C	YOR269W	NA
YLR182W	RUF1	1
YLR182W	TA(AGC)P	1
YLR182W	TC(GCA)P2	1
YLR182W	YBL029CA	1
YLR182W	YBL029W	1
YLR182W	YBL030C	1
YLR182W	YBR077C	1
YLR182W	YBR078W	1
YLR182W	YCR065W	1
YLR182W	YDL003W	1
YLR182W	YDL017W	1
YLR182W	YDL018C	1
YLR182W	YDL101C	1
YLR182W	YDL127W	1
YLR182W	YDR113C	1
YLR182W	YDR115W	1
YLR182W	YDR132C	1
YLR182W	YDR224C	1
YLR182W	YDR225W	1
YLR182W	YDR263C	1
YLR182W	YDR309C	1
YLR182W	YDR451C	1
YLR182W	YDR452W	1
YLR182W	YDR507C	1
YLR182W	YDR524CB	1
YLR182W	YDR524C	1
YLR182W	YDR524WA	1
YLR182W	YDR525WA	1
YLR182W	YDR527W	1
YLR182W	YDR528W	1
YLR182W	YEL001C	1
YLR182W	YEL040W	1
YLR182W	YER001W	1
YLR182W	YER070W	1
YLR182W	YER111C	1
YLR182W	YER112W	1
YLR182W	YGL178W	1
YLR182W	YGL179C	1
YLR182W	YGL253W	1
YLR182W	YGR014W	1
YLR182W	YGR041W	1
YLR182W	YGR109C	1
YLR182W	YGR109WA	1
YLR182W	YGR109WB	1
YLR182W	YGR180C	1
YLR182W	YGR189C	1
YLR182W	YGR221C	1
YLR182W	YGR222W	1
YLR182W	YGR279C	1
YLR182W	YHR061C	1
YLR182W	YHR149C	1
YLR182W	YHR150W	1
YLR182W	YIL026C	1
YLR182W	YIL056W	1
YLR182W	YIL123W	1
YLR182W	YJL092W	1
YLR182W	YJL093C	1
YLR182W	YJL115W	1
YLR182W	YJL116C	1
YLR182W	YJL186W	1
YLR182W	YJL187C	1
YLR182W	YJL194W	1
YLR182W	YJL196C	1
YLR182W	YJR054W	1
YLR182W	YKL096CB	1
YLR182W	YKL096WA	1
YLR182W	YKL096W	1
YLR182W	YKR042W	1
YLR182W	YLR055C	1
YLR182W	YLR056W	1
YLR182W	YLR103C	1
YLR182W	YLR104W	1
YLR182W	YLR300W	1
YLR182W	YLR332W	1
YLR182W	YLR437C	1
YLR182W	YLR438W	1
YLR182W	YML027W	1
YLR182W	YML100WA	1
YLR182W	YML100W	1
YLR182W	YML101C	1
YLR182W	YMR016C	1
YLR182W	YMR017W	1
YLR182W	YMR135C	1
YLR182W	YMR136W	1
YLR182W	YMR179W	1
YLR182W	YMR199W	1
YLR182W	YMR279C	1
YLR182W	YMR305C	1
YLR182W	YMR306W	1
YLR182W	YMR307W	1
YLR182W	YNL231C	1
YLR182W	YNL273W	1
YLR182W	YNL274C	1
YLR182W	YNL289W	1
YLR182W	YNL298W	1
YLR182W	YNR009W	1
YLR182W	YNR044W	1
YLR182W	YOL113W	1
YLR182W	YOL114C	1
YLR182W	YOR074C	1
YLR182W	YOR075W	1
YLR182W	YOR246C	1
YLR182W	YOR247W	1
YLR182W	YOR372C	1
YLR182W	YOR373W	1
YLR182W	YOR378W	1
YLR182W	YPL056C	1
YLR182W	YPL163C	1
YLR182W	YPR120C	1
YLR182W	YPR121W	1
YLR182W	YPR159W	1
YLR182W	YPR185W	1
YLR256W	SNR69	0
YLR256W	TQ(UUG)E1	0
YLR256W	TY(GUA)M1	0
YLR256W	YBL044W	0
